date,p1CharCode,p2CharCode,winner
08-25 17:16:40,11,2,1
08-25 17:16:40,5,12,2
08-25 17:16:38,10,11,1
08-25 17:16:35,11,0,1
08-25 17:16:35,0,9,2
08-25 17:16:33,12,5,1
08-25 17:16:32,14,6,1
08-25 17:16:31,6,1,2
08-25 17:16:29,15,13,2
08-25 17:16:28,10,1,2
08-25 17:16:26,1,13,1
08-25 17:16:26,8,13,1
08-25 17:16:25,1,14,2
08-25 17:16:23,14,12,1
08-25 17:16:23,11,0,2
08-25 17:16:20,9,3,2
08-25 17:16:19,9,6,2
08-25 17:16:18,10,0,1
08-25 17:16:18,1,12,1
08-25 17:16:17,1,8,1
08-25 17:16:14,7,11,2
08-25 17:16:14,9,0,2
08-25 17:16:14,13,11,1
08-25 17:16:12,9,4,2
08-25 17:16:09,11,2,1
08-25 17:16:07,1,5,1
08-25 17:16:05,10,11,2
08-25 17:16:04,4,0,1
08-25 17:16:01,2,9,2
08-25 17:16:01,0,5,2
08-25 17:15:59,0,11,2
08-25 17:15:59,15,3,2
08-25 17:15:59,4,0,1
08-25 17:15:57,9,3,1
08-25 17:15:57,13,1,2
08-25 17:15:57,7,2,1
08-25 17:15:55,11,11,2
08-25 17:15:55,11,9,1
08-25 17:15:54,1,4,2
08-25 17:15:54,11,1,1
08-25 17:15:53,3,2,1
08-25 17:15:53,0,9,1
08-25 17:15:52,7,8,1
08-25 17:15:50,5,15,1
08-25 17:15:47,4,0,1
08-25 17:15:47,0,8,1
08-25 17:15:47,2,7,1
08-25 17:15:47,3,14,1
08-25 17:15:45,5,15,2
08-25 17:15:44,9,12,1
08-25 17:15:42,0,7,1
08-25 17:15:42,0,7,1
08-25 17:15:42,10,0,2
08-25 17:15:42,5,5,2
08-25 17:15:41,11,0,1
08-25 17:15:41,5,6,1
08-25 17:15:41,1,8,2
08-25 17:15:40,11,0,1
08-25 17:15:39,4,11,1
08-25 17:15:36,1,5,2
08-25 17:15:35,1,7,1
08-25 17:15:33,3,10,1
08-25 17:15:31,10,12,1
08-25 17:15:30,10,13,1
08-25 17:15:25,5,12,1
08-25 17:15:25,12,14,2
08-25 17:15:23,4,1,2
08-25 17:15:22,3,4,1
08-25 17:15:22,11,2,2
08-25 17:15:18,2,4,2
08-25 17:15:18,1,2,2
08-25 17:15:18,9,3,1
08-25 17:15:17,11,8,1
08-25 17:15:17,11,5,1
08-25 17:15:17,9,10,1
08-25 17:15:17,12,11,1
08-25 17:15:16,0,9,2
08-25 17:15:16,11,2,1
08-25 17:15:16,11,2,1
08-25 17:15:16,10,4,2
08-25 17:15:12,9,7,1
08-25 17:15:11,7,11,1
08-25 17:15:11,1,0,1
08-25 17:15:11,4,1,1
08-25 17:15:07,14,5,2
08-25 17:15:07,7,4,2
08-25 17:15:06,2,9,2
08-25 17:15:05,1,4,2
08-25 17:15:04,12,11,2
08-25 17:15:03,13,11,2
08-25 17:15:03,10,13,1
08-25 17:15:02,8,13,2
08-25 17:14:59,9,4,2
08-25 17:14:58,9,1,1
08-25 17:14:56,12,15,2
08-25 17:14:52,10,11,2
08-25 17:14:52,11,15,2
08-25 17:14:45,5,7,1
08-25 17:14:41,9,0,2
08-25 17:14:40,2,10,2
08-25 17:14:40,8,9,2
08-25 17:14:37,0,5,1
08-25 17:14:36,12,1,1
08-25 17:14:36,7,11,1
08-25 17:14:36,2,5,1
08-25 17:14:32,14,6,1
08-25 17:14:31,7,2,2
08-25 17:14:24,6,3,2
08-25 17:14:24,13,11,2
08-25 17:14:22,1,10,1
08-25 17:14:22,11,2,1
08-25 17:14:21,3,10,1
08-25 17:14:18,5,3,1
08-25 17:14:18,14,1,1
08-25 17:14:18,0,7,1
08-25 17:14:17,4,15,2
08-25 17:14:16,1,5,2
08-25 17:14:15,11,0,1
08-25 17:14:13,6,1,2
08-25 17:14:12,12,12,1
08-25 17:14:11,13,6,2
08-25 17:14:10,10,12,1
08-25 17:14:09,10,11,2
08-25 17:14:08,0,9,1
08-25 17:14:05,4,0,2
08-25 17:14:04,10,0,2
08-25 17:14:04,12,7,2
08-25 17:14:04,9,6,1
08-25 17:14:03,0,8,1
08-25 17:14:03,14,12,1
08-25 17:14:02,5,15,1
08-25 17:13:59,11,11,2
08-25 17:13:59,13,11,1
08-25 17:13:58,13,10,2
08-25 17:13:57,14,12,1
08-25 17:13:57,1,14,1
08-25 17:13:55,9,11,1
08-25 17:13:53,5,15,2
08-25 17:13:50,4,11,1
08-25 17:13:50,12,14,2
08-25 17:13:48,7,4,1
08-25 17:13:46,5,13,2
08-25 17:13:44,10,8,1
08-25 17:13:44,9,12,1
08-25 17:13:39,9,3,2
08-25 17:13:37,14,5,1
08-25 17:13:35,1,9,1
08-25 17:13:33,3,4,1
08-25 17:13:33,3,14,2
08-25 17:13:33,4,9,1
08-25 17:13:31,2,9,2
08-25 17:13:31,11,2,1
08-25 17:13:31,11,0,2
08-25 17:13:29,0,15,2
08-25 17:13:28,6,11,1
08-25 17:13:28,4,10,1
08-25 17:13:27,1,4,2
08-25 17:13:27,12,15,2
08-25 17:13:24,9,12,1
08-25 17:13:21,3,2,1
08-25 17:13:20,10,0,2
08-25 17:13:19,12,5,2
08-25 17:13:18,11,13,2
08-25 17:13:18,2,4,2
08-25 17:13:18,8,9,2
08-25 17:13:17,13,11,1
08-25 17:13:16,1,12,1
08-25 17:13:15,1,2,1
08-25 17:13:14,5,7,2
08-25 17:13:12,5,6,1
08-25 17:13:10,11,1,2
08-25 17:13:09,1,4,1
08-25 17:13:08,9,0,1
08-25 17:13:07,4,1,2
08-25 17:13:06,9,9,2
08-25 17:13:06,4,0,1
08-25 17:13:06,7,8,1
08-25 17:13:04,1,0,1
08-25 17:13:02,10,4,2
08-25 17:13:00,10,11,1
08-25 17:12:59,9,4,2
08-25 17:12:58,5,3,1
08-25 17:12:56,14,1,1
08-25 17:12:56,0,9,2
08-25 17:12:52,6,3,2
08-25 17:12:52,11,8,2
08-25 17:12:52,11,8,2
08-25 17:12:50,5,0,2
08-25 17:12:49,15,0,1
08-25 17:12:46,11,9,1
08-25 17:12:45,2,5,1
08-25 17:12:44,4,0,2
08-25 17:12:43,9,13,1
08-25 17:12:43,5,1,1
08-25 17:12:43,11,0,1
08-25 17:12:38,15,0,1
08-25 17:12:35,9,3,1
08-25 17:12:35,11,5,1
08-25 17:12:34,9,6,2
08-25 17:12:33,11,5,1
08-25 17:12:32,4,1,1
08-25 17:12:32,14,1,2
08-25 17:12:29,7,13,2
08-25 17:12:29,11,0,1
08-25 17:12:28,4,1,2
08-25 17:12:27,13,11,2
08-25 17:12:26,11,0,1
08-25 17:12:26,5,12,2
08-25 17:12:26,8,13,1
08-25 17:12:24,11,13,1
08-25 17:12:22,5,3,2
08-25 17:12:21,11,8,1
08-25 17:12:21,11,2,2
08-25 17:12:21,7,3,1
08-25 17:12:19,1,7,2
08-25 17:12:18,11,5,1
08-25 17:12:17,2,11,2
08-25 17:12:16,1,9,2
08-25 17:12:12,11,2,2
08-25 17:12:08,11,2,1
08-25 17:12:03,11,0,2
08-25 17:12:02,3,10,1
08-25 17:12:00,10,0,2
08-25 17:11:59,9,11,1
08-25 17:11:56,3,11,1
08-25 17:11:54,2,4,1
08-25 17:11:54,11,2,1
08-25 17:11:53,14,6,1
08-25 17:11:52,14,10,1
08-25 17:11:52,10,12,1
08-25 17:11:51,13,11,2
08-25 17:11:47,14,12,2
08-25 17:11:43,5,7,2
08-25 17:11:42,12,1,2
08-25 17:11:39,5,6,1
08-25 17:11:39,12,11,2
08-25 17:11:38,3,9,1
08-25 17:11:38,1,4,2
08-25 17:11:38,4,9,1
08-25 17:11:37,7,6,1
08-25 17:11:31,10,8,1
08-25 17:11:30,12,15,2
08-25 17:11:29,7,4,2
08-25 17:11:28,10,4,2
08-25 17:11:27,12,12,1
08-25 17:11:26,1,10,1
08-25 17:11:25,12,5,1
08-25 17:11:23,6,11,2
08-25 17:11:22,9,7,1
08-25 17:11:21,10,11,2
08-25 17:11:20,11,9,1
08-25 17:11:19,4,11,1
08-25 17:11:19,4,10,2
08-25 17:11:18,1,0,1
08-25 17:11:18,7,0,2
08-25 17:11:18,4,0,1
08-25 17:11:16,1,14,1
08-25 17:11:15,11,11,2
08-25 17:11:13,13,6,2
08-25 17:11:10,1,0,1
08-25 17:11:10,14,1,1
08-25 17:11:09,5,1,2
08-25 17:11:08,2,9,2
08-25 17:11:07,14,1,2
08-25 17:11:07,14,5,1
08-25 17:11:06,9,7,1
08-25 17:11:04,2,11,2
08-25 17:11:03,7,2,2
08-25 17:11:02,0,13,2
08-25 17:11:01,9,4,1
08-25 17:11:00,9,9,2
08-25 17:10:59,10,11,1
08-25 17:10:58,11,2,2
08-25 17:10:56,4,0,1
08-25 17:10:55,12,14,2
08-25 17:10:53,1,4,2
08-25 17:10:52,15,0,1
08-25 17:10:50,5,3,2
08-25 17:10:47,11,5,1
08-25 17:10:47,10,0,2
08-25 17:10:45,12,11,2
08-25 17:10:44,11,13,1
08-25 17:10:40,10,0,2
08-25 17:10:40,10,2,2
08-25 17:10:38,1,7,2
08-25 17:10:35,2,7,1
08-25 17:10:33,2,15,1
08-25 17:10:32,9,3,2
08-25 17:10:32,2,6,1
08-25 17:10:32,3,10,1
08-25 17:10:31,13,15,1
08-25 17:10:28,10,0,2
08-25 17:10:26,14,10,1
08-25 17:10:26,9,12,2
08-25 17:10:24,7,8,1
08-25 17:10:23,0,15,2
08-25 17:10:21,10,6,1
08-25 17:10:20,0,14,2
08-25 17:10:20,4,1,2
08-25 17:10:20,5,6,2
08-25 17:10:19,14,15,2
08-25 17:10:19,10,11,2
08-25 17:10:17,8,9,2
08-25 17:10:11,15,9,1
08-25 17:10:09,7,3,2
08-25 17:10:09,11,5,1
08-25 17:10:08,10,4,2
08-25 17:10:07,6,3,1
08-25 17:10:06,11,2,2
08-25 17:10:05,1,3,2
08-25 17:10:01,11,8,1
08-25 17:09:55,8,13,2
08-25 17:09:53,4,1,1
08-25 17:09:52,9,0,2
08-25 17:09:52,11,13,1
08-25 17:09:51,1,8,1
08-25 17:09:47,0,12,1
08-25 17:09:46,4,7,1
08-25 17:09:45,4,9,1
08-25 17:09:43,11,0,1
08-25 17:09:43,3,4,2
08-25 17:09:40,3,10,1
08-25 17:09:36,1,0,2
08-25 17:09:35,5,12,2
08-25 17:09:34,1,4,1
08-25 17:09:32,4,1,1
08-25 17:09:31,0,11,1
08-25 17:09:31,11,2,2
08-25 17:09:31,1,9,2
08-25 17:09:30,4,0,1
08-25 17:09:21,0,13,1
08-25 17:09:21,5,7,2
08-25 17:09:20,0,11,2
08-25 17:09:19,14,1,1
08-25 17:09:17,9,7,1
08-25 17:09:16,10,8,2
08-25 17:09:15,3,12,1
08-25 17:09:14,15,13,1
08-25 17:09:14,1,4,2
08-25 17:09:12,9,12,2
08-25 17:09:12,6,1,2
08-25 17:09:12,11,3,2
08-25 17:09:11,12,1,1
08-25 17:09:08,5,13,2
08-25 17:09:08,14,6,1
08-25 17:09:06,2,15,1
08-25 17:09:06,1,8,1
08-25 17:09:05,9,15,1
08-25 17:09:00,12,12,1
08-25 17:08:58,12,5,2
08-25 17:08:58,11,9,1
08-25 17:08:55,11,5,1
08-25 17:08:53,10,0,2
08-25 17:08:53,6,11,1
08-25 17:08:52,5,0,2
08-25 17:08:50,0,14,2
08-25 17:08:48,9,7,1
08-25 17:08:46,11,8,1
08-25 17:08:45,11,5,1
08-25 17:08:44,5,1,2
08-25 17:08:44,2,7,2
08-25 17:08:43,14,15,2
08-25 17:08:43,13,15,1
08-25 17:08:42,14,7,1
08-25 17:08:42,7,2,2
08-25 17:08:40,7,5,1
08-25 17:08:39,7,0,2
08-25 17:08:39,1,0,2
08-25 17:08:38,7,3,2
08-25 17:08:35,11,2,2
08-25 17:08:32,2,9,2
08-25 17:08:32,10,11,1
08-25 17:08:31,1,8,1
08-25 17:08:30,10,4,2
08-25 17:08:29,3,11,1
08-25 17:08:29,3,11,1
08-25 17:08:29,11,8,2
08-25 17:08:27,0,15,2
08-25 17:08:26,11,11,1
08-25 17:08:25,1,3,2
08-25 17:08:25,0,12,1
08-25 17:08:25,9,9,2
08-25 17:08:24,11,5,1
08-25 17:08:23,4,0,2
08-25 17:08:22,11,0,1
08-25 17:08:20,0,7,1
08-25 17:08:19,6,3,1
08-25 17:08:19,5,3,2
08-25 17:08:18,11,0,1
08-25 17:08:18,12,11,2
08-25 17:08:18,1,14,1
08-25 17:08:18,1,10,2
08-25 17:08:17,2,11,2
08-25 17:08:15,15,9,1
08-25 17:08:15,5,12,1
08-25 17:08:12,9,12,1
08-25 17:08:09,1,10,1
08-25 17:08:09,2,6,1
08-25 17:08:08,11,2,1
08-25 17:08:07,4,1,2
08-25 17:08:06,9,4,2
08-25 17:08:06,3,8,1
08-25 17:08:01,4,8,1
08-25 17:08:01,0,11,1
08-25 17:07:59,12,0,2
08-25 17:07:58,13,6,1
08-25 17:07:56,5,12,2
08-25 17:07:56,1,7,1
08-25 17:07:55,11,13,2
08-25 17:07:54,0,11,2
08-25 17:07:53,10,2,2
08-25 17:07:52,11,2,2
08-25 17:07:52,11,11,2
08-25 17:07:51,14,5,2
08-25 17:07:49,5,6,1
08-25 17:07:49,11,2,1
08-25 17:07:48,2,5,1
08-25 17:07:46,3,9,1
08-25 17:07:44,5,7,1
08-25 17:07:43,10,6,1
08-25 17:07:39,11,13,1
08-25 17:07:39,10,2,1
08-25 17:07:37,13,15,1
08-25 17:07:34,15,4,2
08-25 17:07:33,3,12,1
08-25 17:07:33,1,4,2
08-25 17:07:32,15,0,1
08-25 17:07:27,7,2,2
08-25 17:07:27,7,3,1
08-25 17:07:24,9,3,1
08-25 17:07:22,0,13,1
08-25 17:07:22,1,0,1
08-25 17:07:21,11,3,1
08-25 17:07:21,13,15,2
08-25 17:07:20,9,15,1
08-25 17:07:15,7,3,2
08-25 17:07:15,4,0,1
08-25 17:07:13,4,7,1
08-25 17:07:07,2,6,1
08-25 17:07:07,14,1,1
08-25 17:07:07,1,8,2
08-25 17:07:05,1,8,1
08-25 17:07:05,3,11,1
08-25 17:07:04,9,7,1
08-25 17:07:03,0,12,1
08-25 17:06:59,10,4,1
08-25 17:06:59,12,12,1
08-25 17:06:56,11,9,2
08-25 17:06:55,8,11,2
08-25 17:06:55,2,15,1
08-25 17:06:52,10,0,1
08-25 17:06:51,2,7,2
08-25 17:06:49,12,0,2
08-25 17:06:49,11,0,1
08-25 17:06:48,7,0,2
08-25 17:06:48,5,14,1
08-25 17:06:47,4,1,2
08-25 17:06:46,1,2,1
08-25 17:06:45,9,12,2
08-25 17:06:42,10,2,1
08-25 17:06:42,1,3,2
08-25 17:06:39,6,5,1
08-25 17:06:39,6,3,2
08-25 17:06:37,9,0,2
08-25 17:06:36,11,2,1
08-25 17:06:36,14,7,2
08-25 17:06:35,1,4,2
08-25 17:06:33,10,0,1
08-25 17:06:29,11,3,1
08-25 17:06:26,0,14,2
08-25 17:06:25,9,4,1
08-25 17:06:24,2,9,1
08-25 17:06:21,9,6,1
08-25 17:06:20,0,11,2
08-25 17:06:17,1,10,2
08-25 17:06:17,12,6,1
08-25 17:06:14,1,9,1
08-25 17:06:08,3,12,2
08-25 17:06:08,1,4,2
08-25 17:06:08,15,4,2
08-25 17:06:07,1,7,2
08-25 17:06:07,6,11,1
08-25 17:06:06,11,5,1
08-25 17:06:01,3,4,1
08-25 17:06:00,0,11,2
08-25 17:06:00,11,2,1
08-25 17:05:58,1,14,1
08-25 17:05:58,10,11,2
08-25 17:05:57,11,2,1
08-25 17:05:57,15,13,1
08-25 17:05:56,11,11,1
08-25 17:05:56,5,6,2
08-25 17:05:54,9,3,1
08-25 17:05:54,14,5,2
08-25 17:05:53,14,15,2
08-25 17:05:52,11,8,1
08-25 17:05:52,15,0,1
08-25 17:05:51,10,11,1
08-25 17:05:51,12,1,2
08-25 17:05:50,6,5,1
08-25 17:05:49,2,3,2
08-25 17:05:49,4,10,1
08-25 17:05:48,15,9,1
08-25 17:05:47,11,11,2
08-25 17:05:47,5,7,2
08-25 17:05:47,5,1,1
08-25 17:05:46,13,6,1
08-25 17:05:44,11,2,1
08-25 17:05:43,5,12,1
08-25 17:05:43,11,5,1
08-25 17:05:40,4,0,2
08-25 17:05:38,7,5,1
08-25 17:05:36,3,8,1
08-25 17:05:34,14,1,1
08-25 17:05:34,11,2,2
08-25 17:05:34,6,1,1
08-25 17:05:33,2,5,1
08-25 17:05:33,3,9,1
08-25 17:05:31,3,11,1
08-25 17:05:28,1,10,1
08-25 17:05:27,7,3,1
08-25 17:05:27,3,1,1
08-25 17:05:26,13,15,2
08-25 17:05:25,5,0,2
08-25 17:05:24,5,11,2
08-25 17:05:23,7,5,2
08-25 17:05:19,1,8,1
08-25 17:05:19,12,12,1
08-25 17:05:14,11,2,1
08-25 17:05:11,10,11,1
08-25 17:05:10,7,12,2
08-25 17:05:10,11,0,1
08-25 17:05:09,8,9,2
08-25 17:05:08,7,11,1
08-25 17:05:07,10,2,1
08-25 17:05:05,1,4,1
08-25 17:05:05,1,0,1
08-25 17:05:04,9,14,2
08-25 17:05:01,10,2,1
08-25 17:04:59,7,10,2
08-25 17:04:55,2,15,2
08-25 17:04:55,1,8,1
08-25 17:04:52,11,0,1
08-25 17:04:51,9,15,1
08-25 17:04:50,11,9,1
08-25 17:04:47,12,0,1
08-25 17:04:45,2,9,2
08-25 17:04:39,10,4,2
08-25 17:04:38,15,13,1
08-25 17:04:37,11,13,2
08-25 17:04:35,3,8,2
08-25 17:04:30,7,2,1
08-25 17:04:30,11,5,1
08-25 17:04:30,11,3,2
08-25 17:04:29,3,9,1
08-25 17:04:25,11,11,2
08-25 17:04:22,1,7,1
08-25 17:04:19,7,4,1
08-25 17:04:15,15,0,1
08-25 17:04:15,7,1,1
08-25 17:04:13,10,11,2
08-25 17:04:13,4,9,1
08-25 17:04:13,6,11,1
08-25 17:04:13,1,0,1
08-25 17:04:12,1,14,1
08-25 17:04:12,10,6,1
08-25 17:04:09,1,1,1
08-25 17:04:09,1,10,1
08-25 17:04:09,14,7,1
08-25 17:04:09,5,14,2
08-25 17:04:08,10,0,1
08-25 17:04:06,2,5,1
08-25 17:04:05,11,3,1
08-25 17:04:03,12,4,2
08-25 17:04:03,8,11,1
08-25 17:04:02,4,10,1
08-25 17:04:01,12,11,1
08-25 17:04:00,7,2,2
08-25 17:04:00,5,6,1
08-25 17:04:00,7,4,1
08-25 17:03:55,7,5,2
08-25 17:03:54,0,3,2
08-25 17:03:51,4,0,2
08-25 17:03:50,5,12,2
08-25 17:03:47,14,1,1
08-25 17:03:43,3,4,1
08-25 17:03:42,13,15,1
08-25 17:03:42,1,9,2
08-25 17:03:41,1,4,1
08-25 17:03:39,12,12,1
08-25 17:03:37,6,0,1
08-25 17:03:37,9,0,2
08-25 17:03:37,9,6,1
08-25 17:03:36,11,2,1
08-25 17:03:34,7,10,2
08-25 17:03:32,12,2,1
08-25 17:03:31,10,11,1
08-25 17:03:30,1,10,1
08-25 17:03:29,11,5,1
08-25 17:03:28,11,0,1
08-25 17:03:25,1,10,2
08-25 17:03:25,5,1,1
08-25 17:03:24,11,8,1
08-25 17:03:24,5,12,1
08-25 17:03:23,3,3,1
08-25 17:03:23,15,3,2
08-25 17:03:22,11,8,1
08-25 17:03:21,0,9,2
08-25 17:03:21,7,5,1
08-25 17:03:19,10,11,1
08-25 17:03:18,7,12,1
08-25 17:03:12,9,3,1
08-25 17:03:09,3,0,1
08-25 17:03:09,14,5,2
08-25 17:03:09,12,1,1
08-25 17:03:09,2,3,1
08-25 17:03:09,0,12,1
08-25 17:03:06,5,11,2
08-25 17:03:01,2,3,2
08-25 17:03:00,1,7,1
08-25 17:02:59,3,11,1
08-25 17:02:59,15,2,1
08-25 17:02:54,13,11,1
08-25 17:02:54,1,0,1
08-25 17:02:54,6,5,1
08-25 17:02:52,9,11,2
08-25 17:02:51,8,9,2
08-25 17:02:50,7,5,2
08-25 17:02:48,7,3,2
08-25 17:02:46,10,2,2
08-25 17:02:45,13,6,2
08-25 17:02:44,3,1,1
08-25 17:02:44,1,14,1
08-25 17:02:43,5,14,2
08-25 17:02:42,11,9,1
08-25 17:02:40,11,5,1
08-25 17:02:38,4,9,2
08-25 17:02:38,9,0,2
08-25 17:02:37,14,15,2
08-25 17:02:35,11,0,1
08-25 17:02:31,6,11,1
08-25 17:02:30,11,11,2
08-25 17:02:30,15,0,1
08-25 17:02:29,8,11,2
08-25 17:02:29,11,3,2
08-25 17:02:28,9,14,2
08-25 17:02:26,15,0,1
08-25 17:02:25,1,1,1
08-25 17:02:24,2,15,1
08-25 17:02:23,5,14,2
08-25 17:02:22,7,11,2
08-25 17:02:20,15,11,1
08-25 17:02:20,3,8,1
08-25 17:02:19,1,1,1
08-25 17:02:18,1,0,1
08-25 17:02:17,3,3,2
08-25 17:02:17,7,4,1
08-25 17:02:15,3,13,1
08-25 17:02:13,2,3,2
08-25 17:02:02,11,0,2
08-25 17:02:02,0,3,2
08-25 17:02:02,10,1,1
08-25 17:02:02,11,2,1
08-25 17:01:59,7,2,2
08-25 17:01:58,6,5,1
08-25 17:01:58,11,8,1
08-25 17:01:58,4,0,2
08-25 17:01:56,2,5,1
08-25 17:01:56,12,4,1
08-25 17:01:55,7,2,2
08-25 17:01:53,7,4,2
08-25 17:01:52,7,1,1
08-25 17:01:52,7,1,1
08-25 17:01:51,3,4,2
08-25 17:01:51,9,6,2
08-25 17:01:45,12,12,1
08-25 17:01:44,4,10,1
08-25 17:01:43,10,11,1
08-25 17:01:43,0,12,2
08-25 17:01:42,1,2,2
08-25 17:01:41,11,2,1
08-25 17:01:38,12,2,1
08-25 17:01:36,5,12,2
08-25 17:01:33,0,11,1
08-25 17:01:31,11,2,1
08-25 17:01:26,9,1,1
08-25 17:01:25,3,9,1
08-25 17:01:24,3,11,1
08-25 17:01:23,9,3,1
08-25 17:01:17,2,7,1
08-25 17:01:16,2,3,1
08-25 17:01:16,13,15,2
08-25 17:01:16,10,4,1
08-25 17:01:15,14,5,2
08-25 17:01:15,7,12,1
08-25 17:01:14,1,6,1
08-25 17:01:13,5,11,1
08-25 17:01:10,10,11,1
08-25 17:01:09,1,14,1
08-25 17:01:09,0,9,1
08-25 17:01:08,2,3,2
08-25 17:01:07,1,9,1
08-25 17:01:04,5,14,2
08-25 17:01:03,2,15,1
08-25 17:01:03,9,6,1
08-25 17:01:03,7,10,2
08-25 17:01:02,13,11,1
08-25 17:01:02,1,4,1
08-25 17:00:59,6,0,2
08-25 17:00:58,8,9,2
08-25 17:00:57,7,4,2
08-25 17:00:54,9,11,2
08-25 17:00:54,0,3,1
08-25 17:00:53,10,0,1
08-25 17:00:53,9,14,1
08-25 17:00:53,10,11,1
08-25 17:00:52,1,0,1
08-25 17:00:51,1,10,1
08-25 17:00:50,7,2,1
08-25 17:00:47,8,11,2
08-25 17:00:45,1,7,1
08-25 17:00:41,7,5,2
08-25 17:00:40,14,3,1
08-25 17:00:40,4,9,1
08-25 17:00:39,7,11,2
08-25 17:00:38,6,7,2
08-25 17:00:38,6,7,2
08-25 17:00:38,1,0,1
08-25 17:00:37,14,15,1
08-25 17:00:35,1,1,1
08-25 17:00:34,9,0,1
08-25 17:00:34,2,7,1
08-25 17:00:34,13,6,1
08-25 17:00:33,0,5,1
08-25 17:00:32,11,5,1
08-25 17:00:29,1,8,1
08-25 17:00:28,11,5,1
08-25 17:00:28,7,4,2
08-25 17:00:27,11,9,2
08-25 17:00:27,3,3,1
08-25 17:00:27,11,2,1
08-25 17:00:26,5,6,1
08-25 17:00:26,11,8,1
08-25 17:00:25,0,3,2
08-25 17:00:17,1,10,1
08-25 17:00:17,10,2,2
08-25 17:00:16,7,5,2
08-25 17:00:14,2,5,1
08-25 17:00:13,6,5,1
08-25 17:00:11,9,1,2
08-25 17:00:10,11,2,1
08-25 17:00:08,3,11,1
08-25 17:00:06,11,5,1
08-25 17:00:05,11,0,2
08-25 17:00:04,2,7,2
08-25 17:00:04,12,10,1
08-25 17:00:03,0,11,1
08-25 17:00:03,12,4,1
08-25 17:00:02,12,11,1
08-25 17:00:01,3,0,1
08-25 17:00:01,11,8,1
08-25 16:59:59,15,0,1
08-25 16:59:56,9,5,2
08-25 16:59:56,3,13,1
08-25 16:59:54,9,6,1
08-25 16:59:52,11,11,1
08-25 16:59:51,8,11,1
08-25 16:59:49,6,11,1
08-25 16:59:47,15,0,1
08-25 16:59:42,0,9,2
08-25 16:59:42,2,3,2
08-25 16:59:41,3,1,1
08-25 16:59:39,15,11,2
08-25 16:59:33,5,14,2
08-25 16:59:30,12,12,1
08-25 16:59:30,7,2,1
08-25 16:59:29,11,5,2
08-25 16:59:28,2,8,1
08-25 16:59:27,10,1,1
08-25 16:59:27,9,3,1
08-25 17:52:56,5,11,2
08-25 17:51:14,5,11,2
08-25 17:49:31,5,11,2
08-25 17:49:26,11,5,1
08-25 17:52:52,4,14,2
08-25 17:50:09,4,14,2
08-25 17:46:24,14,4,1
08-25 17:43:57,14,4,1
08-25 17:53:44,14,5,2
08-25 17:52:01,14,5,2
08-25 17:50:31,5,14,1
08-25 17:43:49,5,14,1
08-25 20:45:59,7,10,1
08-25 20:44:24,7,10,1
08-25 20:43:05,10,1,1
08-25 20:40:07,10,1,1
08-25 20:37:37,7,10,1
08-25 20:33:53,7,10,1
08-25 20:31:53,10,5,2
08-25 20:16:50,10,5,2
08-25 20:15:37,8,4,2
08-25 19:30:06,4,1,1
08-25 18:19:55,4,1,1
08-25 18:17:53,4,1,1
08-25 18:16:22,2,14,1
08-25 17:58:27,1,10,1
08-25 17:55:55,12,15,2
08-25 17:55:12,4,12,1
08-25 17:54:51,5,11,1
08-25 17:54:50,12,11,2
08-25 17:54:48,0,15,2
08-25 17:54:47,11,7,1
08-25 17:54:42,12,15,2
08-25 17:54:42,11,8,2
08-25 17:54:40,12,15,2
08-25 17:54:36,10,6,2
08-25 17:54:33,7,4,2
08-25 17:54:33,10,14,1
08-25 17:54:28,10,3,1
08-25 17:54:23,14,10,1
08-25 17:54:23,2,8,2
08-25 17:54:22,14,1,1
08-25 17:54:21,0,4,1
08-25 17:54:20,12,9,2
08-25 17:54:20,9,1,1
08-25 17:54:19,1,10,2
08-25 17:54:19,9,4,2
08-25 17:54:18,7,14,2
08-25 17:54:19,9,4,2
08-25 17:54:18,7,14,2
08-25 17:54:16,14,4,2
08-25 17:54:16,11,2,1
08-25 17:54:15,13,0,1
08-25 17:54:11,0,0,1
08-25 17:54:09,1,0,1
08-25 17:54:09,12,15,1
08-25 17:54:08,0,0,2
08-25 17:54:06,8,15,2
08-25 17:54:05,3,13,2
08-25 17:54:03,7,9,2
08-25 17:54:00,0,4,1
08-25 17:53:58,4,4,2
08-25 17:53:58,12,3,2
08-25 17:53:58,11,15,1
08-25 17:53:58,0,5,2
08-25 17:53:57,4,1,1
08-25 17:53:55,9,4,1
08-25 17:53:51,12,10,2
08-25 17:53:50,11,0,1
08-25 17:53:49,5,12,1
08-25 17:53:47,12,1,2
08-25 17:53:47,6,11,2
08-25 17:53:43,2,9,2
08-25 17:53:34,0,4,1
08-25 17:53:32,13,9,1
08-25 17:53:51,12,10,2
08-25 17:53:50,11,0,1
08-25 17:53:49,5,12,1
08-25 17:53:47,12,1,2
08-25 17:53:47,6,11,2
08-25 17:53:43,2,9,2
08-25 17:53:34,0,4,1
08-25 17:53:32,13,9,1
08-25 17:53:29,12,14,2
08-25 17:53:28,11,2,1
08-25 17:53:28,11,9,1
08-25 17:53:26,5,11,1
08-25 17:53:25,0,6,1
08-25 17:53:23,7,12,1
08-25 17:53:23,3,1,2
08-25 17:53:22,4,12,1
08-25 17:53:18,0,9,1
08-25 17:53:17,4,13,1
