date,p1CharCode,p2CharCode,winner 
08-24 17:48:41,4,12,1
08-24 17:48:39,11,7,1
08-24 17:48:35,2,3,2
08-24 17:48:34,12,2,1
08-24 17:48:33,5,11,1
08-24 17:48:33,5,11,1
08-24 17:48:32,9,0,2
08-24 17:48:26,5,5,2
08-24 17:48:25,1,7,1
08-24 17:48:19,0,8,2
08-24 17:48:19,9,6,1
08-24 17:48:16,12,13,1
08-24 17:48:14,3,14,1
08-24 17:48:12,4,2,2
08-24 17:48:09,15,3,2
08-24 17:48:07,12,7,2
08-24 17:48:05,11,10,1
08-24 17:48:04,5,0,1
08-24 17:48:03,5,6,1
08-24 17:48:02,14,11,1
08-24 17:48:02,3,0,1
08-24 17:48:02,12,9,1
08-24 17:47:59,10,3,2
08-24 17:47:58,15,13,1
08-24 17:47:55,0,3,2
08-24 17:47:54,10,0,2
08-24 17:47:53,4,1,1
08-24 17:47:53,2,6,1
08-24 17:47:53,3,15,2
08-24 17:47:50,9,3,1
08-24 17:47:50,11,2,2
08-24 17:47:50,1,11,1
08-24 17:47:46,9,5,2
08-24 17:47:44,7,1,1
08-24 17:47:42,13,9,1
08-24 17:47:42,3,10,1
08-24 17:47:41,1,7,1
08-24 17:47:40,15,2,1
08-24 17:47:40,1,8,1
08-24 17:47:40,8,14,2
08-24 17:47:39,9,15,2
08-24 17:47:38,3,9,2
08-24 17:47:37,0,13,2
08-24 17:47:37,4,3,2
08-24 17:47:37,9,0,1
08-24 17:47:36,11,12,2
08-24 17:47:36,5,3,2
08-24 17:47:34,5,12,2
08-24 17:47:33,7,15,2
08-24 17:47:33,9,15,2
08-24 17:47:31,5,0,2
08-24 17:47:30,12,1,1
08-24 17:47:29,9,1,1
08-24 17:47:29,10,9,1
08-24 17:47:27,8,12,2
08-24 17:47:26,4,9,1
08-24 17:47:24,1,11,1
08-24 17:47:23,11,3,1
08-24 17:47:22,2,9,2
08-24 17:47:22,2,9,2
08-24 17:47:20,15,14,1
08-24 17:47:19,1,12,2
08-24 17:47:19,12,11,2
08-24 17:47:19,10,5,2
08-24 17:47:16,1,12,2
08-24 17:47:14,8,10,2
08-24 17:47:12,0,14,2
08-24 17:47:12,11,4,2
08-24 17:47:11,1,0,1
08-24 17:47:10,3,14,2
08-24 17:47:10,11,5,1
08-24 17:47:08,1,0,1
08-24 17:47:07,7,9,1
08-24 17:47:05,9,6,1
08-24 17:47:04,13,1,1
08-24 17:47:03,3,0,1
08-24 17:47:00,11,4,2
08-24 17:46:59,1,3,2
08-24 17:46:59,2,1,2
08-24 17:46:58,7,7,1
08-24 17:46:57,0,2,1
08-24 17:46:54,5,0,1
08-24 17:46:52,9,10,1
08-24 17:46:51,7,0,1
08-24 17:46:50,9,6,1
08-24 17:46:47,11,5,2
08-24 17:46:43,14,10,2
08-24 17:46:42,3,7,1
08-24 17:46:41,11,2,1
08-24 17:46:39,14,10,2
08-24 17:46:37,5,6,1
08-24 17:46:32,9,7,2
08-24 17:46:30,1,10,2
08-24 17:46:29,3,0,1
08-24 17:46:29,13,4,2
08-24 17:46:27,9,15,2
08-24 17:46:27,9,5,2
08-24 17:46:25,11,10,2
08-24 17:46:25,4,12,2
08-24 17:46:24,12,2,1
08-24 17:46:23,14,9,1
08-24 17:46:23,4,2,1
08-24 17:46:19,9,11,2
08-24 17:46:18,11,7,1
08-24 17:46:18,0,5,2
08-24 17:46:18,9,5,1
08-24 17:46:17,4,3,2
08-24 17:46:17,7,5,2
08-24 17:46:16,9,15,2
08-24 17:46:15,3,5,1
08-24 17:46:10,9,3,2
08-24 17:46:09,1,7,1
08-24 17:46:05,5,2,1
08-24 17:46:09,1,7,1
08-24 17:46:05,5,2,1
08-24 17:46:04,4,8,1
08-24 17:46:03,4,7,1
08-24 17:46:03,12,1,1
08-24 17:46:02,15,3,1
08-24 17:46:02,15,6,1
08-24 17:46:01,5,6,2
08-24 17:45:59,8,14,2
08-24 17:45:53,11,4,2
08-24 17:45:52,5,1,2
08-24 17:45:51,0,9,2
08-24 17:45:51,12,7,1
08-24 17:45:49,3,15,2
08-24 17:45:47,1,7,2
08-24 17:45:47,9,5,2
08-24 17:45:46,5,0,1
08-24 17:45:45,1,11,1
08-24 17:45:43,15,14,1
08-24 17:45:43,12,5,1
08-24 17:45:36,0,8,2
08-24 17:45:35,2,6,1
08-24 17:45:35,4,1,1
08-24 17:45:32,2,1,2
08-24 17:45:28,7,1,2
08-24 17:45:27,9,0,2
08-24 17:45:27,7,7,1
08-24 17:45:24,0,2,2
08-24 17:45:24,14,0,2
08-24 17:45:22,14,11,1
08-24 17:45:16,13,9,1
08-24 17:45:15,1,7,2
08-24 17:45:13,14,9,2
08-24 17:45:06,5,0,2
08-24 17:45:06,3,10,1
08-24 17:45:05,3,9,2
08-24 17:45:01,4,3,2
08-24 17:45:01,4,9,1
08-24 17:44:59,1,8,2
08-24 17:44:59,5,5,1
08-24 17:44:59,9,5,1
08-24 17:44:56,14,10,1
08-24 17:44:56,9,2,1
08-24 17:44:54,10,5,2
08-24 17:44:54,3,0,2
08-24 17:44:51,15,6,1
08-24 17:44:50,0,11,1
08-24 17:44:49,9,5,2
08-24 17:44:49,3,14,1
08-24 17:44:48,9,12,2
08-24 17:44:48,1,11,2
08-24 17:44:46,10,11,2
08-24 17:44:46,11,12,2
08-24 17:44:46,0,13,2
08-24 17:44:46,0,14,1
08-24 17:44:44,15,13,2
08-24 17:44:44,1,0,2
08-24 17:44:43,12,15,2
08-24 17:44:42,1,10,2
08-24 17:44:40,11,5,2
08-24 17:44:40,11,5,1
08-24 17:44:39,10,9,2
08-24 17:44:38,11,7,1
08-24 17:44:37,15,13,1
08-24 17:44:34,9,1,2
08-24 17:44:32,0,3,2
08-24 17:44:31,14,10,1
08-24 17:44:28,7,9,1
08-24 17:44:26,15,7,1
08-24 17:44:24,1,10,2
08-24 17:44:23,3,2,1
08-24 17:44:22,9,6,1
08-24 17:44:22,9,6,1
08-24 17:44:21,8,10,1
08-24 17:44:20,13,1,1
08-24 17:44:19,1,11,1
08-24 17:44:18,11,4,2
08-24 17:44:16,5,6,1
08-24 17:44:13,0,9,1
08-24 17:44:13,3,0,1
08-24 17:44:12,0,5,2
08-24 17:44:12,9,3,2
08-24 17:44:11,9,6,1
08-24 17:44:08,9,0,1
08-24 17:44:07,7,0,2
08-24 17:44:05,12,7,2
08-24 17:44:05,3,0,2
08-24 17:44:04,7,7,1
08-24 17:44:03,12,1,1
08-24 17:44:03,12,2,2
08-24 17:44:03,12,2,2
08-24 17:44:03,15,10,1
08-24 17:44:02,4,8,2
08-24 17:44:01,1,2,2
08-24 17:44:01,14,0,2
08-24 17:43:59,2,9,1
08-24 17:43:56,14,3,2
08-24 17:43:56,15,9,1
08-24 17:43:54,1,0,2
08-24 17:43:49,8,12,2
08-24 17:43:48,1,12,1
08-24 17:43:48,4,3,2
08-24 17:43:41,12,5,2
08-24 17:43:39,5,2,1
08-24 17:43:36,4,12,2
08-24 17:43:34,11,14,2
08-24 17:43:30,5,0,2
08-24 17:43:29,9,2,1
08-24 17:43:27,11,12,2
08-24 17:43:27,9,10,1
08-24 17:43:27,1,9,2
08-24 17:43:27,0,11,2
08-24 17:43:26,9,7,2
08-24 17:43:25,4,7,2
08-24 17:43:23,11,2,2
08-24 17:43:23,1,3,1
08-24 17:43:18,12,15,2
08-24 17:43:16,9,11,2
08-24 17:43:15,15,13,1
08-24 17:43:13,11,5,1
08-24 17:43:11,1,11,2
08-24 17:43:11,4,8,1
08-24 17:43:10,2,6,1
08-24 17:43:10,4,2,1
08-24 17:43:09,9,0,1
08-24 17:43:08,5,1,2
08-24 17:43:08,13,10,1
08-24 17:43:07,9,2,2
08-24 17:43:05,11,9,2
08-24 17:43:04,15,3,2
08-24 17:43:03,13,9,1
08-24 17:43:02,14,11,1
08-24 17:42:59,15,7,1
08-24 17:42:57,10,5,1
08-24 17:42:55,3,0,2
08-24 17:42:54,11,7,1
08-24 17:42:53,7,7,1
08-24 17:42:51,5,5,2
08-24 17:42:51,10,11,2
08-24 17:42:49,1,12,1
08-24 17:42:48,0,8,2
08-24 17:42:47,14,9,2
08-24 17:42:46,0,9,2
08-24 17:42:43,3,0,1
08-24 17:42:40,6,8,1
08-24 17:42:40,15,13,2
08-24 17:42:39,7,7,2
08-24 17:42:38,2,9,2
08-24 17:42:37,9,0,1
08-24 17:42:37,9,12,2
08-24 17:42:37,12,1,1
08-24 17:42:36,1,12,2
08-24 17:42:35,8,10,1
08-24 17:42:32,15,9,1
08-24 17:42:32,7,0,1
08-24 17:42:31,4,1,1
08-24 17:42:31,9,5,2
08-24 17:42:30,0,14,1
08-24 17:42:28,0,13,2
08-24 17:42:27,2,4,2
08-24 17:42:26,1,0,1
08-24 17:42:22,9,6,1
08-24 17:42:19,1,0,2
08-24 17:42:17,14,10,2
08-24 17:42:17,8,2,1
08-24 17:42:15,5,2,1
08-24 17:42:13,9,1,2
08-24 17:42:13,3,0,2
08-24 17:42:12,1,11,2
08-24 17:42:11,15,9,1
08-24 17:42:09,0,11,2
08-24 17:42:09,0,11,2
08-24 17:42:07,1,9,1
08-24 17:42:06,15,6,1
08-24 17:42:04,5,2,2
08-24 17:42:04,0,2,1
08-24 17:42:00,14,3,1
08-24 17:42:00,10,5,2
08-24 17:41:58,7,7,2
08-24 17:41:57,12,7,2
08-24 17:41:56,9,2,2
08-24 17:41:54,8,14,2
08-24 17:41:54,4,3,2
08-24 17:41:54,1,3,2
08-24 17:41:53,5,6,1
08-24 17:41:52,9,2,1
08-24 17:41:49,3,2,1
08-24 17:41:49,5,6,2
08-24 17:41:44,12,15,1
08-24 17:41:44,4,12,1
08-24 17:41:41,5,0,1
08-24 17:41:41,11,4,2
08-24 17:41:40,5,1,2
08-24 17:41:40,1,11,1
08-24 17:41:39,0,5,2
08-24 17:41:38,12,5,2
08-24 17:41:37,1,8,1
08-24 17:41:36,15,13,1
08-24 17:41:33,15,7,1
08-24 17:41:31,9,6,1
08-24 17:41:31,14,7,1
08-24 17:41:27,7,9,2
08-24 17:41:26,11,9,2
08-24 17:41:23,1,0,1
08-24 17:41:21,1,1,2
08-24 17:41:21,11,14,2
08-24 17:41:21,1,2,2
08-24 17:41:13,10,11,1
08-24 17:41:09,13,1,1
08-24 17:41:09,4,1,1
08-24 17:41:09,2,10,2
08-24 17:41:05,8,12,2
08-24 17:41:04,1,11,2
08-24 17:41:03,9,0,2
08-24 17:41:03,14,11,1
08-24 17:41:02,13,10,1
08-24 17:41:01,15,10,1
08-24 17:41:00,4,7,2
08-24 17:40:59,11,11,2
08-24 17:40:57,7,7,1
08-24 17:40:56,11,2,1
08-24 17:40:54,13,9,1
08-24 17:40:54,2,5,1
08-24 17:40:51,1,10,2
08-24 17:40:50,3,3,2
08-24 17:40:46,1,0,1
08-24 17:40:46,3,0,2
08-24 17:40:45,9,6,1
08-24 17:40:45,10,15,2
08-24 17:40:44,3,0,2
08-24 17:40:41,4,12,2
08-24 17:40:40,11,14,1
08-24 17:40:37,7,11,2
08-24 17:40:35,15,9,2
08-24 17:40:32,9,10,1
08-24 17:40:31,4,9,1
08-24 17:40:30,5,15,2
08-24 17:40:29,1,3,1
08-24 17:40:29,2,9,1
08-24 17:40:29,1,0,1
08-24 17:40:28,11,12,1
08-24 17:40:27,3,3,2
08-24 17:40:26,11,7,1
08-24 17:40:26,0,2,1
08-24 17:40:26,5,2,1
08-24 17:40:26,5,5,2
08-24 17:40:24,8,14,2
08-24 17:40:19,3,10,1
08-24 17:40:16,3,3,1
08-24 17:40:16,0,11,2
08-24 17:40:13,15,12,2
08-24 17:40:08,4,12,2
08-24 17:40:07,9,13,1
08-24 17:40:06,15,9,1
08-24 17:40:06,8,2,2
08-24 17:40:04,9,7,2
08-24 17:40:03,9,11,1
08-24 17:39:59,14,7,2
08-24 17:39:59,12,7,2
08-24 17:39:58,14,3,1
08-24 17:39:57,7,7,1
08-24 17:39:54,6,8,1
08-24 17:39:52,15,13,1
08-24 17:39:51,14,1,2
08-24 17:39:50,1,12,1
08-24 17:39:46,0,14,2
08-24 17:39:46,5,6,1
08-24 17:39:45,6,14,2
08-24 17:39:44,11,9,2
08-24 17:39:43,10,5,1
08-24 17:39:41,15,0,1
08-24 17:39:38,10,5,1
08-24 17:39:35,1,9,1
08-24 17:39:35,7,7,1
08-24 17:39:34,11,14,1
08-24 17:39:32,4,3,1
08-24 17:39:30,3,2,1
08-24 17:39:29,2,10,1
08-24 17:39:29,13,10,1
08-24 17:39:29,2,10,1
08-24 17:39:29,13,10,1
08-24 17:39:29,7,7,1
08-24 17:39:27,3,3,2
08-24 17:39:25,0,7,2
08-24 17:39:24,4,1,1
08-24 17:39:24,11,4,2
08-24 17:39:20,1,11,1
08-24 17:39:20,1,3,2
08-24 17:39:19,1,2,1
08-24 17:39:18,8,2,2
08-24 17:39:15,5,1,2
08-24 17:39:13,9,6,2
08-24 17:39:11,1,7,2
08-24 17:39:10,7,11,2
08-24 17:39:10,15,9,2
08-24 17:39:09,5,0,2
08-24 17:39:09,14,11,1
08-24 17:39:09,14,11,1
08-24 17:39:05,2,6,1
08-24 17:39:05,8,12,2
08-24 17:39:01,9,10,1
08-24 17:39:00,11,14,1
08-24 17:38:54,1,0,1
08-24 17:38:54,0,11,2
08-24 17:38:53,4,12,1
08-24 17:38:52,9,9,2
08-24 17:38:45,3,3,1
08-24 17:38:45,4,4,2
08-24 17:38:41,14,7,2
08-24 17:38:39,7,7,1
08-24 17:38:39,3,0,1
08-24 17:38:38,7,5,1
08-24 17:38:37,8,14,2
08-24 17:38:36,11,11,2
08-24 17:38:35,1,0,2
08-24 17:38:33,1,0,2
08-24 17:38:33,2,5,1
08-24 17:38:32,9,5,2
08-24 17:38:31,5,0,2
08-24 17:38:31,8,13,2
08-24 17:38:30,4,8,1
08-24 17:38:28,13,1,2
08-24 17:38:28,9,15,2
08-24 17:38:26,9,0,2
08-24 17:38:23,3,3,1
08-24 17:38:22,1,11,2
08-24 17:38:20,4,2,2
08-24 17:38:18,9,11,2
08-24 17:38:18,10,15,1
08-24 17:38:18,0,2,2
08-24 17:38:16,15,15,2
08-24 17:38:15,15,12,2
08-24 17:38:12,12,7,1
08-24 17:38:12,12,7,1
08-24 17:38:10,15,9,2
08-24 17:38:09,11,2,2
08-24 17:38:08,3,10,2
08-24 17:38:04,2,4,2
08-24 17:38:04,15,0,1
08-24 17:38:04,4,3,2
08-24 17:38:00,10,12,1
08-24 17:37:52,7,7,1
08-24 17:37:42,9,7,1
08-24 17:37:41,14,3,1
08-24 17:37:39,3,3,2
08-24 17:37:37,2,10,1
08-24 17:37:37,1,10,2
08-24 17:37:34,0,11,2
08-24 17:37:34,0,14,1
08-24 17:37:34,13,9,1
08-24 17:37:34,9,2,2
08-24 17:37:32,5,0,2
08-24 17:37:31,11,4,2
08-24 17:37:30,4,0,1
08-24 17:37:30,6,14,2
08-24 17:37:29,11,12,2
08-24 17:37:29,11,7,1
08-24 17:37:28,6,0,2
08-24 17:37:26,3,4,1
08-24 17:37:24,1,3,2
08-24 17:37:24,1,3,2
08-24 17:37:24,11,13,2
08-24 17:37:22,10,5,1
08-24 17:37:22,9,7,2
08-24 17:37:21,14,11,1
08-24 17:37:21,2,5,2
08-24 17:37:19,9,15,2
08-24 17:37:19,12,11,2
08-24 17:37:17,10,5,2
08-24 17:37:15,9,7,2
08-24 17:37:13,15,10,2
08-24 17:37:13,4,12,1
08-24 17:37:13,9,9,1
08-24 17:37:13,5,1,2
08-24 17:37:12,9,5,2
08-24 17:37:11,2,1,2
08-24 17:37:10,13,12,2
08-24 17:37:09,5,0,2
08-24 17:37:09,5,0,2
08-24 17:37:07,4,1,2
08-24 17:37:06,5,6,2
08-24 17:37:05,3,0,2
08-24 17:37:05,10,2,1
08-24 17:37:00,8,2,2
08-24 17:36:59,9,6,2
08-24 17:36:59,6,8,1
08-24 17:36:57,4,2,2
08-24 17:36:50,15,11,2
08-24 17:36:49,7,11,2
08-24 17:36:48,1,0,2
08-24 17:36:46,15,12,2
08-24 17:36:41,8,2,1
08-24 17:36:37,5,0,1
08-24 17:36:35,5,8,2
08-24 17:36:34,1,11,2
08-24 17:36:33,9,10,2
08-24 17:36:33,9,11,2
08-24 17:36:32,15,9,2
08-24 17:36:31,3,3,1
08-24 17:36:31,4,4,2
08-24 17:36:29,9,0,1
08-24 17:36:29,11,14,1
08-24 17:36:27,1,0,1
08-24 17:36:27,13,1,1
08-24 17:36:21,8,13,1
08-24 17:36:18,1,7,2
08-24 17:36:17,6,9,2
08-24 17:36:17,7,11,1
08-24 17:36:16,3,10,2
08-24 17:36:11,12,3,2
08-24 17:36:11,9,7,1
08-24 17:36:08,1,10,2
08-24 17:36:06,11,7,1
08-24 17:36:06,3,3,2
08-24 17:36:04,4,8,1
08-24 17:36:02,11,11,1
08-24 17:36:00,14,1,1
08-24 17:35:59,11,4,2
08-24 17:35:58,6,14,2
08-24 17:35:55,1,12,1
08-24 17:35:53,1,3,2
08-24 17:35:53,15,9,2
08-24 17:35:53,12,7,1
08-24 17:35:52,15,9,2
08-24 17:35:50,15,0,1
08-24 17:35:50,13,1,2
08-24 17:35:48,14,3,2
08-24 17:35:46,4,0,2
08-24 17:35:45,1,0,2
08-24 17:35:45,5,1,1
08-24 17:35:44,10,12,1
08-24 17:35:42,5,7,2
08-24 17:35:42,5,7,2
08-24 17:35:42,10,15,1
08-24 17:35:40,15,15,2
08-24 17:35:37,2,4,1
08-24 17:35:34,12,7,2
08-24 17:35:32,7,5,1
08-24 17:35:32,14,11,1
08-24 17:35:31,11,14,2
08-24 17:35:31,2,1,1
08-24 17:35:31,9,2,2
08-24 17:35:29,7,9,2
08-24 17:35:28,10,2,1
08-24 17:35:27,6,0,2
08-24 17:35:27,7,5,2
08-24 17:35:27,11,7,2
08-24 17:35:26,4,4,2
08-24 17:35:24,5,0,2
08-24 17:35:19,2,10,1
08-24 17:35:14,9,15,2
08-24 17:35:08,11,6,2
08-24 17:35:06,15,10,1
08-24 17:35:05,1,14,2
08-24 17:35:00,8,2,1
08-24 17:34:59,0,7,2
08-24 17:34:59,9,10,2
08-24 17:34:58,12,11,2
08-24 17:34:57,11,2,1
08-24 17:34:56,2,14,1
08-24 17:34:56,2,5,2
08-24 17:34:54,13,9,2
08-24 17:34:53,0,13,1
08-24 17:34:53,5,0,1
08-24 17:34:52,12,3,2
08-24 17:34:52,9,5,2
08-24 17:34:50,4,10,2
08-24 17:34:50,2,5,2
08-24 17:34:49,6,8,1
08-24 17:34:46,3,4,1
08-24 17:34:43,9,9,1
08-24 17:34:42,11,14,1
08-24 17:34:42,13,3,1
08-24 17:34:42,9,6,2
08-24 17:34:41,3,6,1
08-24 17:34:40,4,8,1
08-24 17:34:38,1,11,2
08-24 17:34:36,1,0,2
08-24 17:34:33,10,5,2
08-24 17:34:32,8,14,2
08-24 17:34:32,7,11,1
08-24 17:34:30,0,14,1
08-24 17:34:27,2,13,1
08-24 17:34:27,14,3,1
08-24 17:34:26,4,12,2
08-24 17:34:23,13,1,1
08-24 17:34:21,1,0,2
08-24 17:34:17,4,4,2
08-24 17:34:17,9,0,2
08-24 17:34:16,10,5,1
08-24 17:34:16,9,7,1
08-24 17:34:12,2,4,2
08-24 17:34:12,11,12,2
08-24 17:34:06,1,0,1
08-24 17:34:06,1,0,2
08-24 17:34:06,15,11,2
08-24 17:34:06,15,9,2
08-24 17:34:05,1,7,2
08-24 17:34:04,0,14,2
08-24 17:33:58,10,2,1
08-24 17:33:56,8,13,1
08-24 17:33:55,5,15,1
08-24 17:33:55,14,11,1
08-24 17:33:54,4,0,1
08-24 17:33:53,15,15,1
08-24 17:33:53,8,2,1
08-24 17:33:49,2,1,2
08-24 17:33:45,7,11,2
08-24 17:33:40,9,6,1
08-24 17:33:40,1,0,2
08-24 17:33:39,15,12,2
08-24 17:33:39,9,2,2
08-24 17:33:38,7,5,2
08-24 17:33:36,2,5,2
08-24 17:33:35,12,7,2
08-24 17:33:34,6,1,2
08-24 17:33:30,11,11,2
08-24 17:33:29,1,12,1
08-24 17:33:27,2,7,1
08-24 17:33:25,12,7,1
08-24 17:33:18,9,2,2
08-24 17:33:17,15,9,1
08-24 17:33:15,3,6,1
08-24 17:33:13,9,11,1
08-24 17:33:11,9,15,2
08-24 17:33:08,11,14,2
08-24 17:33:07,3,10,1
08-24 17:33:04,5,7,1
08-24 17:33:04,9,10,2
08-24 17:33:04,6,8,1
08-24 17:33:01,11,0,1
08-24 17:33:01,11,0,1
08-24 17:33:01,0,13,1
08-24 17:33:00,0,5,1
08-24 17:32:59,4,4,2
08-24 17:32:54,9,6,1
08-24 17:32:54,11,3,2
08-24 17:32:53,1,14,2
08-24 17:32:53,13,11,1
08-24 17:32:51,1,10,2
08-24 17:32:46,1,0,2
08-24 17:32:45,3,4,1
08-24 17:32:44,2,10,1
08-24 17:32:43,6,9,1
08-24 17:32:43,11,2,2
08-24 17:32:42,12,3,2
08-24 17:32:41,15,10,1
08-24 17:32:39,2,4,2
08-24 17:32:39,7,11,1
08-24 17:32:37,10,5,1
08-24 17:32:37,11,0,2
08-24 17:32:36,15,9,2
08-24 17:32:35,0,9,2
08-24 17:32:35,12,11,2
08-24 17:32:33,0,14,2
08-24 17:32:31,8,9,1
08-24 17:32:30,13,1,2
08-24 17:32:29,10,12,2
08-24 17:32:28,11,14,1
08-24 17:32:27,5,0,1
08-24 17:32:26,8,2,2
08-24 17:32:18,7,9,2
08-24 17:32:16,10,5,1
08-24 17:32:16,2,5,2
08-24 17:32:15,6,14,2
08-24 17:32:14,11,6,2
08-24 17:32:13,1,7,1
08-24 17:32:12,0,5,2
08-24 17:32:10,3,1,2
08-24 17:32:09,2,13,1
08-24 17:32:06,14,3,1
08-24 17:32:06,1,3,2
08-24 17:32:03,15,12,1
08-24 17:32:01,4,12,2
08-24 17:32:01,3,6,1
08-24 17:32:01,11,7,1
08-24 17:31:59,12,7,1
08-24 17:31:58,9,12,1
08-24 17:31:54,15,11,1
08-24 17:31:54,13,3,1
08-24 17:31:54,6,1,2
08-24 17:31:52,8,2,2
08-24 17:31:52,9,10,1
08-24 17:31:51,1,0,2
08-24 17:31:49,13,9,1
08-24 17:31:45,9,15,2
08-24 17:31:45,9,0,2
08-24 17:31:44,4,1,1
08-24 17:31:42,4,0,2
08-24 17:31:41,10,7,1
08-24 17:31:39,3,9,1
08-24 17:31:35,8,7,2
08-24 17:31:32,9,4,2
08-24 17:31:30,14,11,1
08-24 17:31:26,5,15,1
08-24 17:31:26,1,13,2
08-24 17:31:23,6,8,2
08-24 17:31:19,8,2,2
08-24 17:31:18,0,9,2
08-24 17:31:16,4,4,2
08-24 17:31:14,11,0,2
08-24 17:31:13,1,12,2
08-24 17:31:11,11,14,2
08-24 17:31:06,5,7,1
08-24 17:31:06,2,14,1
08-24 17:31:06,1,0,2
08-24 17:31:03,0,11,1
08-24 17:30:59,9,2,2
08-24 17:30:58,14,5,1
08-24 17:30:56,3,10,2
08-24 17:30:55,7,10,2
08-24 17:30:54,11,0,2
08-24 17:30:53,0,14,1
08-24 17:30:53,7,11,2
08-24 17:30:51,15,2,1
08-24 17:30:50,1,0,1
08-24 17:30:49,3,0,1
08-24 17:30:47,6,14,1
08-24 17:30:47,2,5,2
08-24 17:30:47,11,6,2
08-24 17:30:43,8,14,2
08-24 17:30:42,8,9,1
08-24 17:30:36,1,0,2
08-24 17:30:36,4,12,2
08-24 17:30:34,8,2,2
08-24 17:30:34,12,7,1
08-24 17:30:32,11,7,1
08-24 17:30:30,12,7,1
08-24 17:30:28,9,15,2
08-24 17:30:28,6,0,2
08-24 17:30:28,6,0,2
08-24 17:30:26,10,5,1
08-24 17:30:25,9,6,2
08-24 17:30:24,9,7,1
08-24 17:30:22,2,7,1
08-24 17:30:21,1,10,2
08-24 17:30:20,9,10,1
08-24 17:30:20,6,1,1
08-24 17:30:19,9,0,2
08-24 17:30:18,0,13,1
08-24 17:30:16,10,5,2
08-24 17:30:15,15,4,2
08-24 17:30:14,14,3,1
08-24 17:30:11,15,10,1
08-24 17:30:08,11,3,2
08-24 17:30:07,9,2,2
08-24 17:30:05,1,0,1
08-24 17:30:04,2,13,1
08-24 17:30:04,12,0,2
08-24 17:30:04,11,2,2
08-24 17:30:03,1,12,1
08-24 17:30:03,2,5,2
08-24 17:30:01,8,7,2
08-24 17:29:59,3,1,2
08-24 17:29:57,15,12,1
08-24 17:29:56,4,0,2
08-24 17:29:54,10,15,1
08-24 17:29:54,11,11,2
08-24 17:29:52,2,10,2
08-24 17:29:52,0,5,2
08-24 17:29:52,4,1,1
08-24 17:29:50,1,7,2
08-24 17:29:48,9,4,2
08-24 17:29:46,9,10,1
08-24 17:29:46,0,0,2
08-24 17:29:43,1,14,2
08-24 17:29:43,1,14,2
08-24 17:29:38,0,1,2
08-24 17:29:37,1,13,2
08-24 17:29:36,10,12,1
08-24 17:29:36,6,9,2
08-24 17:29:36,11,0,1
08-24 17:29:35,7,5,2
08-24 17:29:31,6,8,2
08-24 17:29:30,7,10,2
08-24 17:29:30,13,5,2
08-24 17:29:25,9,13,2
08-24 17:29:24,4,8,2
08-24 17:29:22,3,9,1
08-24 17:29:22,5,3,2
08-24 17:29:21,13,5,2
08-24 17:29:19,14,11,2
08-24 17:29:18,8,2,2
08-24 17:29:16,11,14,1
08-24 17:29:14,5,15,2
08-24 17:29:12,1,0,1
08-24 17:29:11,12,9,1
08-24 17:29:11,2,5,2
08-24 17:29:11,9,12,1
08-24 17:29:10,1,0,2
08-24 17:29:06,15,11,2
08-24 17:29:06,11,9,2
08-24 17:29:05,1,13,1
08-24 17:29:05,1,13,1
08-24 17:29:05,3,15,1
08-24 17:29:04,3,10,2
08-24 17:29:00,6,14,2
08-24 17:28:55,0,11,1
08-24 17:28:52,2,5,2
08-24 17:28:48,9,6,1
08-24 17:28:48,9,15,1
08-24 17:28:45,0,11,1
08-24 17:28:44,1,0,2
08-24 17:28:44,15,4,2
08-24 17:28:44,10,5,2
08-24 17:28:43,4,6,1
08-24 17:28:43,9,1,2
08-24 17:28:42,11,3,1
08-24 17:28:39,12,7,2
08-24 17:28:39,7,0,2
08-24 17:28:39,0,14,2
08-24 17:28:34,0,5,1
08-24 17:28:32,9,10,1
08-24 17:28:32,9,4,2
08-24 17:28:30,10,15,1
08-24 17:28:28,7,11,1
08-24 17:28:24,12,0,2
08-24 17:28:24,0,1,2
08-24 17:28:23,4,0,1
08-24 17:28:23,13,12,2
08-24 17:28:23,13,12,2
08-24 17:28:18,2,8,1
08-24 17:28:15,10,11,1
08-24 17:28:13,13,5,2
08-24 17:28:11,1,0,2
08-24 17:28:10,9,0,1
08-24 17:28:09,13,9,1
08-24 17:28:09,9,13,1
08-24 17:28:08,4,6,2
08-24 17:28:06,11,11,2
08-24 17:28:06,5,3,2
08-24 17:28:05,1,7,2
08-24 17:28:03,11,12,2
08-24 17:28:02,9,7,1
08-24 17:27:53,1,12,1
08-24 17:27:53,6,14,1
08-24 17:27:51,5,7,2
08-24 17:27:50,15,10,1
08-24 17:27:50,3,9,1
08-24 17:27:48,7,11,1
08-24 17:27:47,15,11,1
08-24 17:27:45,1,0,2
08-24 17:27:45,14,3,1
08-24 17:27:45,1,13,2
08-24 17:27:44,7,5,1
08-24 17:27:42,10,5,2
08-24 17:27:42,9,12,1
08-24 17:27:38,9,10,1
08-24 17:27:38,13,5,2
08-24 17:27:31,1,10,2
08-24 17:27:30,7,0,2
08-24 17:27:28,11,14,1
08-24 17:27:26,11,2,1
08-24 17:27:25,7,10,2
08-24 17:27:23,9,2,2
08-24 17:27:23,6,8,2
08-24 17:27:23,6,8,2
08-24 17:27:17,0,8,1
08-24 17:27:16,12,9,1
08-24 17:27:12,0,14,1
